term	reading	frequency	kana_frequency
言葉を紡ぐ	ことばをつむぐ	8918	210278
手帳	てちょう	8919	152526
寝転がる	ねころがる	8920	127266
寄越す	よこす	8921	4497
四月	しがつ	8922	120354
千年	せんねん	8923	151897
仮説	かせつ	8924	
威圧感	いあつかん	8925	
背中を向ける	せなかをむける	8926	220068
たじろぐ	たじろぐ	8927	
歌声	うたごえ	8928	153552
言葉を切る	ことばをきる	8929	101925
恐るべき	おそるべき	8930	41591
私服	しふく	8931	
溢れ出す	あふれだす	8932	43494
ペニス	ペニス	8933	
会議室	かいぎしつ	8934	243229
失踪	しっそう	8935	93229
裏口	うらぐち	8936	236555
水色	みずいろ	8937	141420
信者	しんじゃ	8938	
連行	れんこう	8939	149896
シチュエーション	シチュエーション	8940	
ゲット	ゲット	8941	
膨れる	ふくれる	8942	19585
部外者	ぶがいしゃ	8943	
水中	すいちゅう	8944	203255
勧誘	かんゆう	8945	207828
王太子	おうたいし	8946	
憶える	おぼえる	8947	10692
罪人	ざいにん	8948	
脱がす	ぬがす	8949	83272
魔族	まぞく	8950	306587
紙袋	かみぶくろ	8951	224484
しゃがみ込む	しゃがみこむ	8952	11782
顔を覆う	かおをおおう	8953	277324
ぼうっと	ぼうっと	8954	
鶏	にわとり	8955	55882
異形	いぎょう	8956	
囮	おとり	8957	18894
有	ゆう	8958	8487
収納	しゅうのう	8959	
っつう	っつう	8960	
体中	からだじゅう	8961	56197
張り詰める	はりつめる	8962	53196
女優	じょゆう	8963	237933
獅子	しし	8964	22593
ロビー	ロビー	8965	
尚	なお	8966	1206
降伏	こうふく	8967	
見惚れる	みとれる	8968	64895
水音	みずおと	8969	192691
姫様	ひめさま	8970	65185
縋る	すがる	8971	6079
口に含む	くちにふくむ	8972	
子犬	こいぬ	8973	112385
引き留める	ひきとめる	8974	47200
回想	かいそう	8975	
襲い掛かる	おそいかかる	8976	51087
たん	たん	8977	
大分	だいぶ	8978	2047
花びら	はなびら	8979	76249
ぬぐう	ぬぐう	8980	
腕組み	うでぐみ	8981	136823
まじ	まじ	8982	
切っ先	きっさき	8983	71685
なにも	なにも	8984	
うわさ	うわさ	8985	
クソッ	クソッ	8986	
見習い	みならい	8987	
はずす	はずす	8988	
溜息をつく	ためいきをつく	8989	68496
おそるおそる	おそるおそる	8990	
頑な	かたくな	8991	22899
かわいらしい	かわいらしい	8992	
ウフフ	ウフフ	8993	
おにぎり	おにぎり	8994	
わるい	わるい	8995	
これぐらい	これぐらい	8996	
色合い	いろあい	8997	241360
おやつ	おやつ	8998	
月明かり	つきあかり	8999	
バッチリ	バッチリ	9000	
聖	ひじり	9001	71806
羽	わ	9002	
系統	けいとう	9004	135850
勝者	しょうしゃ	9005	
四肢	しし	9006	
強敵	きょうてき	9007	
脆い	もろい	9008	11797
謁見	えっけん	9009	
素手	すで	9010	92371
お茶会	おちゃかい	9011	182299
分解	ぶんかい	9012	202589
レア	レア	9013	
はしたない	はしたない	9014	
そんで	そんで	9015	
出力	しゅつりょく	9016	243911
プレイヤー	プレイヤー	9017	
初恋	はつこい	9018	143781
程に	ほどに	9019	1539
五月	ごがつ	9020	260743
咥える	くわえる	9021	6994
殺到	さっとう	9022	131824
滴る	したたる	9023	23395
孕む	はらむ	9024	17489
細身	ほそみ	9025	
冷気	れいき	9026	245512
凶暴	きょうぼう	9027	281994
警護	けいご	9028	121560
声色	こわいろ	9029	85422
部品	ぶひん	9030	199319
肩を竦める	かたをすくめる	9031	238184
機体	きたい	9032	
逡巡	しゅんじゅん	9033	83397
着信音	ちゃくしんおん	9034	
出来るだけ	できるだけ	9035	2722
サラダ	サラダ	9036	
賊	ぞく	9037	
突き	つき	9038	189357
悪役	あくやく	9039	225489
己が	おのが	9040	35484
傷を負う	きずをおう	9041	219601
噴水	ふんすい	9042	197756
小首を傾げる	こくびをかしげる	9043	217032
ライブ	ライブ	9044	
ラジオ	ラジオ	9045	
一際	ひときわ	9046	9294
オーケー	オーケー	9047	
星空	ほしぞら	9048	227817
消し去る	けしさる	9049	229785
特化	とっか	9050	79134
口説く	くどく	9051	70891
貫通	かんつう	9052	218333
ぼやく	ぼやく	9053	
膨れ上がる	ふくれあがる	9054	33299
お喋り	おしゃべり	9055	5789
捕獲	ほかく	9056	142504
愛撫	あいぶ	9057	89798
創造	そうぞう	9058	163702
と言うか	というか	9059	1320
躱す	かわす	9060	4488
蜘蛛	くも	9061	14991
エスコート	エスコート	9062	
敵に回す	てきにまわす	9063	
耐えきれる	たえきれる	9064	92624
ガード	ガード	9065	
悶える	もだえる	9066	31400
相対	そうたい	9067	
薪	まき	9068	84484
粉砕	ふんさい	9069	281944
飛び立つ	とびたつ	9071	98113
お皿	おさら	9072	131378
そういうことなら	そういうことなら	9073	
ぐちゃぐちゃ	ぐちゃぐちゃ	9074	
生身	なまみ	9075	271410
シルエット	シルエット	9076	
込み上げる	こみあげる	9077	15900
早足	はやあし	9078	116453
目玉	めだま	9079	108261
身を起こす	みをおこす	9080	
コスプレ	コスプレ	9081	
引き締める	ひきしめる	9082	44394
やない	やない	9083	
パンチ	パンチ	9084	
楽園	らくえん	9085	130855
着信	ちゃくしん	9086	
大人びる	おとなびる	9087	70782
おやじ	おやじ	9088	
くれてやる	くれてやる	9089	
おばちゃん	おばちゃん	9090	
うめき声	うめきごえ	9091	205781
口づけ	くちづけ	9092	44087
おおよそ	おおよそ	9093	
あらわれる	あらわれる	9094	
なんだっけ	なんだっけ	9095	
あてがう	あてがう	9096	
ギュッと	ギュッと	9097	
さきほど	さきほど	9098	
ズル	ズル	9099	
キャー	キャー	9100	
がっくり	がっくり	9101	
悪党	あくとう	9102	291707
旅館	りょかん	9103	156378
偽装	ぎそう	9104	112641
遂に	ついに	9105	1087
得体の知れない	えたいのしれない	9106	91824
体型	たいけい	9107	197569
パジャマ	パジャマ	9108	
三月	さんがつ	9109	241131
ひんやり	ひんやり	9110	
手綱	たづな	9111	63297
シリーズ	シリーズ	9112	
皆殺し	みなごろし	9113	219917
香	こう	9114	
交差	こうさ	9115	62489
梅	うめ	9116	25381
目をつぶる	めをつぶる	9117	223743
閃く	ひらめく	9118	12579
変形	へんけい	9119	296600
隊員	たいいん	9120	
幻影	げんえい	9121	199604
給仕	きゅうじ	9122	103772
無くす	なくす	9123	1294
治める	おさめる	9124	
ロック	ロック	9125	
オリジナル	オリジナル	9126	
近衛	このえ	9127	
当然ながら	とうぜんながら	9128	160987
注ぎ込む	そそぎこむ	9129	79272
不能	ふのう	9130	144180
酸素	さんそ	9131	163043
破壊力	はかいりょく	9132	271383
即死	そくし	9133	
か細い	かぼそい	9134	40193
刺繍	ししゅう	9135	65892
プリント	プリント	9136	
嫌悪感	けんおかん	9137	265719
サンキュー	サンキュー	9138	
出掛ける	でかける	9139	22297
携える	たずさえる	9140	40082
融合	ゆうごう	9141	167697
取得	しゅとく	9142	
あご	あご	9143	
はて	はて	9144	
半身	はんしん	9145	
ぴくり	ぴくり	9146	
ビクビク	ビクビク	9147	
手の平	てのひら	9148	21893
廃墟	はいきょ	9149	302805
祭壇	さいだん	9150	
片腕	かたうで	9151	200623
数値	すうち	9152	154260
道場	どうじょう	9153	
創る	つくる	9154	2146
時間を稼ぐ	じかんをかせぐ	9155	301575
死骸	しがい	9156	
馬鹿げる	ばかげる	9157	28994
封鎖	ふうさ	9158	184658
健気	けなげ	9159	25384
隣国	りんごく	9160	280851
人体	じんたい	9161	
職員室	しょくいんしつ	9162	211937
独り	ひとり	9163	1846
押し潰す	おしつぶす	9164	66699
爺さん	じいさん	9165	8794
対戦	たいせん	9166	132315
自我	じが	9167	57195
興味津々	きょうみしんしん	9168	194865
他ならない	ほかならない	9169	24483
揉める	もめる	9170	10893
パーツ	パーツ	9171	
眼球	がんきゅう	9172	290354
喉を鳴らす	のどをならす	9173	121540
引き締まる	ひきしまる	9174	50181
第五	だいご	9175	
距離感	きょりかん	9176	
返信	へんしん	9177	
するり	するり	9178	
脱力	だつりょく	9179	
いじめ	いじめ	9180	
コ	コ	9181	
かけら	かけら	9182	
ソレ	ソレ	9183	
ひとしきり	ひとしきり	9184	
よぎる	よぎる	9185	
マネ	マネ	9186	
むろん	むろん	9187	
かたち	かたち	9188	
こんど	こんど	9189	
どいつもこいつも	どいつもこいつも	9190	
おんなじ	おんなじ	9191	
名残惜しい	なごりおしい	9192	119522
噛みしめる	かみしめる	9193	19300
まみれ	まみれ	9194	
そういや	そういや	9195	
落ちつく	おちつく	9196	21586
かわりに	かわりに	9197	
よける	よける	9198	
グッと	グッと	9199	
口をつける	くちをつける	9200	162924
水	すい	9201	
側	そば	9202	1512
空く	すく	9203	4177
素	もと	9204	2802
宮廷	きゅうてい	9205	244480
砂浜	すなはま	9206	
棘	とげ	9207	33699
細胞	さいぼう	9208	123602
攫う	さらう	9209	5494
死角	しかく	9210	
手持ち	てもち	9211	237378
グラウンド	グラウンド	9212	
勝敗	しょうはい	9213	118883
階下	かいか	9214	
婚姻	こんいん	9215	293891
十歳	じゅっさい	9216	267038
亀	かめ	9217	33188
校長	こうちょう	9218	
魔道	まどう	9219	260802
両肩	りょうかた	9220	
思い至る	おもいいたる	9221	
運び込む	はこびこむ	9222	106760
地形	ちけい	9223	142630
勝ち目	かちめ	9224	159968
香水	こうすい	9225	286549
刀身	とうしん	9226	
近隣	きんりん	9227	235697
体を起こす	からだをおこす	9228	158653
一組	ひとくみ	9229	151822
反	はん	9230	
不味い	まずい	9231	1479
懸ける	かける	9232	202
敬礼	けいれい	9233	151098
万一	まんいち	9234	94292
鷹	たか	9235	
組み込む	くみこむ	9236	126978
実体	じったい	9237	
優	ゆう	9238	49091
鼻息	はないき	9239	237786
呆ける	ぼける	9240	22699
怒声	どせい	9241	
連絡先	れんらくさき	9242	280290
編む	あむ	9243	9980
判別	はんべつ	9244	253877
思いきや	おもいきや	9245	122238
砕け散る	くだけちる	9246	167098
人混み	ひとごみ	9247	109314
堪る	たまる	9248	1816
目配せ	めくばせ	9249	116038
微動	びどう	9250	165648
兵隊	へいたい	9251	130635
波打つ	なみうつ	9252	232076
しょんぼり	しょんぼり	9253	
拡散	かくさん	9254	309979
応答	おうとう	9255	259929
微笑みかける	ほほえみかける	9256	56376
勝ち誇る	かちほこる	9257	198323
御用	ごよう	9258	107787
損傷	そんしょう	9259	134030
殿	との	9260	128894
強度	きょうど	9261	137165
ぼやける	ぼやける	9262	
視覚	しかく	9263	82177
絹	きぬ	9264	45293
強者	きょうしゃ	9265	
吊り上げる	つりあげる	9266	39880
衛兵	えいへい	9267	229873
毛皮	けがわ	9268	137142
洗脳	せんのう	9269	150747
無残	むざん	9270	48787
セクハラ	セクハラ	9271	
鈍感	どんかん	9272	187402
別荘	べっそう	9273	140721
端末	たんまつ	9274	251977
たった一つ	たったひとつ	9275	17291
両目	りょうめ	9276	
喚く	わめく	9277	10797
路	じ	9278	
こぼれ落ちる	こぼれおちる	9279	54897
引きこもる	ひきこもる	9280	44996
先ほどから	さきほどから	9281	33795
１番	いちばん	9282	4199
ははあ	ははあ	9283	
なにもない	なにもない	9284	
これっぽっち	これっぽっち	9285	
チラリ	チラリ	9286	
あだ名	あだな	9287	44088
多め	おおめ	9288	
詫びる	わびる	9289	32798
ふつう	ふつう	9290	
ムダ	ムダ	9291	
アア	アア	9292	
ひらく	ひらく	9293	
ひときわ	ひときわ	9294	
まじめ	まじめ	9295	
浮き上がる	うきあがる	9296	86446
足手まとい	あしでまとい	9297	251763
サラ	サラ	9298	
かき消す	かきけす	9299	84773
この度	このたび	9300	61987
里	り	9301	
塾	じゅく	9302	36891
軍団	ぐんだん	9303	164954
障壁	しょうへき	9304	
門番	もんばん	9305	
では無い	ではない	9306	100
Ｔシャツ	ティーシャツ	9307	113175
ジャケット	ジャケット	9308	
火照る	ほてる	9309	28388
打ち付ける	うちつける	9310	61885
即ち	すなわち	9311	3393
山道	やまみち	9312	121934
恍惚	こうこつ	9313	
小指	こゆび	9314	186743
極まりない	きわまりない	9315	30490
滑り込む	すべりこむ	9316	39993
領土	りょうど	9317	244963
ジ	ジ	9318	
轟く	とどろく	9319	25693
付与	ふよ	9320	24289
あっと	あっと	9321	
世間話	せけんばなし	9322	262190
重々しい	おもおもしい	9323	96982
時間稼ぎ	じかんかせぎ	9324	
前置き	まえおき	9325	152241
愚か者	おろかもの	9326	121649
宙に浮く	ちゅうにうく	9327	278233
逝く	いく	9328	65
たま	たま	9329	
場違い	ばちがい	9330	244641
重傷	じゅうしょう	9331	
首輪	くびわ	9332	117015
赤面	せきめん	9333	204420
ゴム	ゴム	9334	
村長	そんちょう	9335	
異質	いしつ	9336	198842
蒼い	あおい	9337	35282
伸びをする	のびをする	9338	55392
辛うじて	かろうじて	9339	5390
脱ぎ捨てる	ぬぎすてる	9340	65784
高位	こうい	9341	128419
アクセサリー	アクセサリー	9342	
補佐	ほさ	9343	105844
面接	めんせつ	9344	215815
吐き気	はきけ	9345	136966
剣を抜く	つるぎをぬく	9346	
の様に	のように	9347	165
留学	りゅうがく	9348	287534
何処か	どこか	9349	286
伝承	でんしょう	9350	236750
母ちゃん	かあちゃん	9351	36383
隔離	かくり	9352	58594
お仕置き	おしおき	9353	26588
石畳	いしだたみ	9354	149934
飛び回る	とびまわる	9355	78172
咳	せき	9356	14367
授かる	さずかる	9357	82370
ファイル	ファイル	9358	
援軍	えんぐん	9359	213323
儀	ぎ	9360	
子猫	こねこ	9361	69782
飛び越える	とびこえる	9362	77640
目を見張る	めをみはる	9363	292965
赤子	あかご	9364	67177
真下	ました	9365	104220
編集	へんしゅう	9366	100705
切り替わる	きりかわる	9367	201988
血が流れる	ちがながれる	9368	
迷子	まいご	9369	76065
撃破	げきは	9370	
躍る	おどる	9371	74854
継承	けいしょう	9372	108460
だからと言って	だからといって	9373	3996
舌を出す	したをだす	9374	266287
至急	しきゅう	9375	92088
同胞	どうほう	9376	203462
合宿	がっしゅく	9377	162468
仇	あだ	9378	22481
騎	き	9379	
言葉を返す	ことばをかえす	9380	174646
目尻	めじり	9381	108598
腕力	わんりょく	9382	208903
後継者	こうけいしゃ	9383	
ハ	ハ	9384	
ちっぽけ	ちっぽけ	9385	
ほー	ほー	9386	
結局のところ	けっきょくのところ	9387	86120
２階	にかい	9388	120329
引き渡す	ひきわたす	9389	89690
引き止める	ひきとめる	9390	47200
しかしながら	しかしながら	9391	
たどりつく	たどりつく	9392	
おまえら	おまえら	9393	
呼び出し	よびだし	9394	292592
ぎゃあ	ぎゃあ	9395	
振りかぶる	ふりかぶる	9396	53087
はじく	はじく	9397	
モン	モン	9398	
えっち	えっち	9399	
音をたてる	おとをたてる	9400	250193
裏手	うらて	9401	249593
ずるずる	ずるずる	9402	
丸ごと	まるごと	9403	18500
軽	けい	9404	
立ち位置	たちいち	9405	283087
二年生	にねんせい	9406	303271
各種	かくしゅ	9407	
貪る	むさぼる	9408	18493
心の声	こころのこえ	9409	
突き抜ける	つきぬける	9410	66384
開け放つ	あけはなつ	9411	83868
逃げ切る	にげきる	9412	156949
警備員	けいびいん	9413	
態度を取る	たいどをとる	9414	271941
まじまじ	まじまじ	9415	
地下室	ちかしつ	9416	191858
老婆	ろうば	9417	237880
