term	reading	rank	part_of_speech
おのれ	オノレ	5191	代名詞,*,*,*,*,*
興味ない	キョウミナイ	5192	名詞+形容詞
あらかじめ	アラカジメ	5193	副詞,*,*,*,*,*
何という	ナントイウ	5194	代名詞+助詞+動詞
３つ	ミッツ	5195	名詞+接尾辞
おずおず	オズオズ	5196	副詞,*,*,*,*,*
片づける	カタヅケル	5197	動詞,一般,*,*,下一段-カ行,終止形-一般
ごはん	ゴハン	5198	名詞,普通名詞,一般,*,*,*
きゃっ	キャッ	5199	感動詞,一般,*,*,*,*
さりげない	サリゲナイ	5200	形容詞,一般,*,*,形容詞,終止形-一般
月	ゲツ	5202	名詞,普通名詞,助数詞可能,*,*,*
刹那	セツナ	5204	名詞,普通名詞,一般,*,*,*
ついで	ツイデ	5205	名詞,普通名詞,一般,*,*,*
二百	ニヒャク	5206	名詞,数詞,*,*,*,*
手を貸す	テヲカス	5207	名詞+助詞+動詞
潜り込む	モグリコム	5208	動詞,一般,*,*,五段-マ行,終止形-一般
手術	シュジュツ	5209	名詞,普通名詞,サ変可能,*,*,*
持ち帰る	モチカエル	5210	動詞,一般,*,*,五段-ラ行,終止形-一般
ものですから	モノデスカラ	5211	名詞+助動詞+助詞
生き延びる	イキノビル	5212	動詞,一般,*,*,上一段-バ行,終止形-一般
むく	ムク	5213	副詞,*,*,*,*,*
早朝	ソウチョウ	5214	名詞,普通名詞,副詞可能,*,*,*
揺らぐ	ユラグ	5215	動詞,一般,*,*,五段-ガ行,終止形-一般
バッグ	バッグ	5216	名詞,普通名詞,一般,*,*,*
対面	タイメン	5217	名詞,普通名詞,サ変可能,*,*,*
症状	ショウジョウ	5218	名詞,普通名詞,一般,*,*,*
動画	ドウガ	5219	名詞,普通名詞,一般,*,*,*
毛布	モウフ	5220	名詞,普通名詞,一般,*,*,*
どんだけ	ドンダケ	5221	代名詞+助詞
散らばる	チラバル	5222	動詞,一般,*,*,五段-ラ行,終止形-一般
市場	シジョウ	5223	名詞,普通名詞,一般,*,*,*
聞き出す	キキダス	5224	動詞,一般,*,*,五段-サ行,終止形-一般
存分	ゾンブン	5225	形状詞,一般,*,*,*,*
レース	レース	5226	名詞,普通名詞,一般,*,*,*
微塵	ミジン	5227	名詞,普通名詞,一般,*,*,*
現	ゲン	5228	接頭辞,*,*,*,*,*
鼻を鳴らす	ハナヲナラス	5229	名詞+助詞+動詞
アニメ	アニメ	5230	名詞,普通名詞,一般,*,*,*
うっとり	ウットリ	5231	副詞,*,*,*,*,*
基礎	キソ	5232	名詞,普通名詞,一般,*,*,*
気を失う	キヲウシナウ	5233	名詞+助詞+動詞
渦巻く	ウズマク	5234	動詞,一般,*,*,五段-カ行,終止形-一般
週	シュウ	5235	名詞,普通名詞,助数詞可能,*,*,*
共	トモ	5236	名詞,普通名詞,一般,*,*,*
濡らす	ヌラス	5237	動詞,一般,*,*,五段-サ行,終止形-一般
芯	シン	5238	名詞,普通名詞,一般,*,*,*
離婚	リコン	5239	名詞,普通名詞,サ変可能,*,*,*
間抜け	マヌケ	5240	名詞,普通名詞,形状詞可能,*,*,*
番組	バングミ	5241	名詞,普通名詞,一般,*,*,*
膨大	ボウダイ	5242	名詞,普通名詞,サ変形状詞可能,*,*,*
聞き取る	キキトル	5243	動詞,一般,*,*,五段-ラ行,終止形-一般
訪問	ホウモン	5244	名詞,普通名詞,サ変可能,*,*,*
薄れる	ウスレル	5245	動詞,一般,*,*,下一段-ラ行,終止形-一般
コップ	コップ	5246	名詞,普通名詞,一般,*,*,*
普段から	フダンカラ	5247	名詞+助詞
思い知る	オモイシル	5248	動詞,一般,*,*,五段-ラ行,終止形-一般
誇らしい	ホコラシイ	5249	形容詞,一般,*,*,形容詞,終止形-一般
不自由	フジユウ	5250	名詞,普通名詞,サ変形状詞可能,*,*,*
数百	スウヒャク	5251	名詞,数詞,*,*,*,*
飛び散る	トビチル	5252	動詞,一般,*,*,五段-ラ行,終止形-一般
物言い	モノイイ	5253	名詞,普通名詞,一般,*,*,*
居間	イマ	5254	名詞,普通名詞,一般,*,*,*
殺気	サッキ	5255	名詞,普通名詞,一般,*,*,*
不器用	ブキヨウ	5256	名詞,普通名詞,形状詞可能,*,*,*
真	マ	5257	名詞,普通名詞,一般,*,*,*
衣服	イフク	5258	名詞,普通名詞,一般,*,*,*
翌朝	ヨクアサ	5259	名詞,普通名詞,副詞可能,*,*,*
紳士	シンシ	5260	名詞,普通名詞,一般,*,*,*
他国	タコク	5261	名詞,普通名詞,一般,*,*,*
駒	コマ	5262	名詞,普通名詞,一般,*,*,*
泥棒	ドロボウ	5263	名詞,普通名詞,一般,*,*,*
すかさず	スカサズ	5264	副詞,*,*,*,*,*
着せる	キセル	5265	動詞,一般,*,*,下一段-サ行,終止形-一般
幹部	カンブ	5266	名詞,普通名詞,一般,*,*,*
解説	カイセツ	5267	名詞,普通名詞,サ変可能,*,*,*
彼方	カナタ	5268	代名詞,*,*,*,*,*
突き刺す	ツキサス	5269	動詞,一般,*,*,五段-サ行,終止形-一般
松	マツ	5270	名詞,普通名詞,一般,*,*,*
頂点	チョウテン	5271	名詞,普通名詞,一般,*,*,*
思い浮かぶ	オモイウカブ	5272	動詞,一般,*,*,五段-バ行,終止形-一般
美女	ビジョ	5273	名詞,普通名詞,一般,*,*,*
ぐったり	グッタリ	5274	副詞,*,*,*,*,*
港	ミナト	5275	名詞,普通名詞,一般,*,*,*
食欲	ショクヨク	5276	名詞,普通名詞,一般,*,*,*
圧力	アツリョク	5277	名詞,普通名詞,一般,*,*,*
失望	シツボウ	5278	名詞,普通名詞,サ変可能,*,*,*
瞬き	マバタキ	5279	名詞,普通名詞,サ変可能,*,*,*
入手	ニュウシュ	5280	名詞,普通名詞,サ変可能,*,*,*
寺	ジ	5281	名詞,普通名詞,一般,*,*,*
ぶつ	ブツ	5282	副詞,*,*,*,*,*
なんにも	ナンニモ	5283	代名詞+助詞
力ない	チカラナイ	5284	形容詞,一般,*,*,形容詞,終止形-一般
問いかけ	トイカケ	5285	名詞,普通名詞,一般,*,*,*
こんばんは	コンバンハ	5286	感動詞,一般,*,*,*,*
はめる	ハメル	5287	動詞,一般,*,*,下一段-マ行,終止形-一般
やらかす	ヤラカス	5288	動詞,一般,*,*,五段-サ行,終止形-一般
面持ち	オモモチ	5289	名詞,普通名詞,一般,*,*,*
わあっ	ワアッ	5290	感動詞,一般,*,*,*,*
さんざん	サンザン	5291	副詞,*,*,*,*,*
はずない	ハズナイ	5292	名詞+形容詞
落ち着き	オチツキ	5293	名詞,普通名詞,一般,*,*,*
仲間たち	ナカマタチ	5294	名詞+接尾辞
生まれてくる	ウマレテクル	5295	動詞+助詞+動詞
といえど	トイエド	5296	助詞+動詞+助詞
なにやら	ナニヤラ	5297	代名詞+助詞
ええっと	エエット	5298	感動詞+感動詞
つか	ツカ	5299	助動詞+助詞
かざす	カザス	5300	動詞,一般,*,*,五段-サ行,終止形-一般
本	モト	5301	名詞,普通名詞,一般,*,*,*
類	タグイ	5303	名詞,普通名詞,一般,*,*,*
枠	ワク	5304	名詞,普通名詞,一般,*,*,*
不在	フザイ	5305	名詞,普通名詞,一般,*,*,*
退治	タイジ	5306	名詞,普通名詞,サ変可能,*,*,*
目を見る	メヲミル	5307	名詞+助詞+動詞
以後	イゴ	5308	名詞,普通名詞,副詞可能,*,*,*
飛行機	ヒコウキ	5309	名詞,普通名詞,一般,*,*,*
よっしゃ	ヨッシャ	5310	感動詞,一般,*,*,*,*
サボる	サボル	5311	動詞,一般,*,*,五段-ラ行,終止形-一般
震え	フルエ	5312	名詞,普通名詞,一般,*,*,*
処刑	ショケイ	5313	名詞,普通名詞,サ変可能,*,*,*
愛らしい	アイラシイ	5314	形容詞,一般,*,*,形容詞,終止形-一般
血液	ケツエキ	5315	名詞,普通名詞,一般,*,*,*
送り込む	オクリコム	5316	動詞,一般,*,*,五段-マ行,終止形-一般
縦	タテ	5317	名詞,普通名詞,一般,*,*,*
科学	カガク	5318	名詞,普通名詞,サ変可能,*,*,*
さよなら	サヨナラ	5319	感動詞,一般,*,*,*,*
丸める	マルメル	5320	動詞,一般,*,*,下一段-マ行,終止形-一般
後退	コウタイ	5321	名詞,普通名詞,サ変可能,*,*,*
戸惑い	トマドイ	5322	名詞,普通名詞,一般,*,*,*
役に立てる	ヤクニタテル	5323	名詞+助詞+動詞
ホール	ホール	5324	名詞,普通名詞,一般,*,*,*
関心	カンシン	5325	名詞,普通名詞,一般,*,*,*
防衛	ボウエイ	5326	名詞,普通名詞,サ変可能,*,*,*
タイトル	タイトル	5327	名詞,普通名詞,一般,*,*,*
アップ	アップ	5328	名詞,普通名詞,サ変可能,*,*,*
頼りになる	タヨリニナル	5329	名詞+助詞+動詞
双方	ソウホウ	5330	名詞,普通名詞,副詞可能,*,*,*
夢見る	ユメミル	5331	動詞,一般,*,*,上一段-マ行,終止形-一般
図る	ハカル	5332	動詞,一般,*,*,五段-ラ行,終止形-一般
区	ク	5333	接尾辞,名詞的,一般,*,*,*
ゆったり	ユッタリ	5334	副詞,*,*,*,*,*
来たる	キタル	5335	動詞+助動詞
その上で	ソノウエデ	5336	連体詞+名詞+助詞
試練	シレン	5337	名詞,普通名詞,一般,*,*,*
ぐう	グウ	5338	感動詞,一般,*,*,*,*
登校	トウコウ	5339	名詞,普通名詞,サ変可能,*,*,*
マーク	マーク	5340	名詞,普通名詞,サ変可能,*,*,*
頂戴	チョウダイ	5341	名詞,普通名詞,サ変可能,*,*,*
モテる	モテル	5342	動詞,一般,*,*,下一段-タ行,終止形-一般
保存	ホゾン	5343	名詞,普通名詞,サ変可能,*,*,*
的確	テキカク	5344	形状詞,一般,*,*,*,*
帰り道	カエリミチ	5345	名詞,普通名詞,一般,*,*,*
敵う	カナウ	5346	動詞,一般,*,*,五段-ワア行,終止形-一般
引き裂く	ヒキサク	5347	動詞,一般,*,*,五段-カ行,終止形-一般
美貌	ビボウ	5348	名詞,普通名詞,一般,*,*,*
給料	キュウリョウ	5349	名詞,普通名詞,一般,*,*,*
数分	スウフン	5350	名詞+名詞
天国	テンゴク	5351	名詞,普通名詞,一般,*,*,*
心強い	ココロヅヨイ	5352	形容詞,一般,*,*,形容詞,終止形-一般
障害	ショウガイ	5353	名詞,普通名詞,サ変可能,*,*,*
祝う	イワウ	5354	動詞,一般,*,*,五段-ワア行,終止形-一般
かと思えば	カトオモエバ	5355	助詞+助詞+動詞+助詞
有する	ユウスル	5356	動詞,一般,*,*,サ行変格,終止形-一般
まあね	マアネ	5357	副詞+助詞
破片	ハヘン	5358	名詞,普通名詞,一般,*,*,*
連携	レンケイ	5359	名詞,普通名詞,サ変可能,*,*,*
言われてみれば	イワレテミレバ	5360	動詞+助動詞+助詞+動詞+助詞
涙目	ナミダメ	5361	名詞,普通名詞,一般,*,*,*
割り込む	ワリコム	5362	動詞,一般,*,*,五段-マ行,終止形-一般
エンジン	エンジン	5363	名詞,普通名詞,一般,*,*,*
ずれる	ズレル	5364	動詞,一般,*,*,下一段-ラ行,終止形-一般
大して	タイシテ	5365	副詞,*,*,*,*,*
絶望的	ゼツボウテキ	5366	名詞,普通名詞,形状詞可能,*,*,*
吐き捨てる	ハキステル	5367	動詞,一般,*,*,下一段-タ行,終止形-一般
忠実	チュウジツ	5368	形状詞,一般,*,*,*,*
拳を握る	コブシヲニギル	5369	名詞+助詞+動詞
垂らす	タラス	5370	動詞,一般,*,*,五段-サ行,終止形-一般
全体に	ゼンタイニ	5371	名詞+助詞
消耗	ショウモウ	5372	名詞,普通名詞,サ変可能,*,*,*
申し訳なさそう	モウシワケナサソウ	5373	名詞+形容詞+形状詞
予約	ヨヤク	5374	名詞,普通名詞,サ変可能,*,*,*
欲する	ホッスル	5375	動詞,一般,*,*,サ行変格,終止形-一般
消え去る	キエサル	5376	動詞,一般,*,*,五段-ラ行,終止形-一般
湯気	ユゲ	5377	名詞,普通名詞,一般,*,*,*
湿る	シメル	5378	動詞,一般,*,*,五段-ラ行,終止形-一般
ぽかん	ポカン	5379	副詞,*,*,*,*,*
頻繁	ヒンパン	5380	形状詞,一般,*,*,*,*
独自	ドクジ	5381	形状詞,一般,*,*,*,*
ご褒美	ゴホウビ	5382	接頭辞+名詞
くう	クウ	5383	感動詞,一般,*,*,*,*
祈り	イノリ	5384	名詞,普通名詞,一般,*,*,*
引き継ぐ	ヒキツグ	5385	動詞,一般,*,*,五段-ガ行,終止形-一般
外側	ソトガワ	5386	名詞,普通名詞,一般,*,*,*
力が入る	チカラガハイル	5387	名詞+助詞+動詞
思案	シアン	5388	名詞,普通名詞,サ変可能,*,*,*
菓子	カシ	5389	名詞,普通名詞,一般,*,*,*
かろうじて	カロウジテ	5390	副詞,*,*,*,*,*
くれぐれも	クレグレモ	5391	副詞+助詞
驚くほど	オドロクホド	5392	動詞+助詞
おめでとうございます	オメデトウゴザイマス	5393	感動詞+動詞+助動詞
これまでに	コレマデニ	5394	代名詞+助詞+助詞
申し出	モウシデ	5395	名詞,普通名詞,一般,*,*,*
それとも	ソレトモ	5396	代名詞+助詞+助詞
もうひとつ	モウヒトツ	5397	副詞+名詞+接尾辞
１	イチ	5398	名詞,数詞,*,*,*,*
のせる	ノセル	5399	動詞,一般,*,*,下一段-サ行,終止形-一般
みるみる	ミルミル	5400	副詞,*,*,*,*,*
道	ドウ	5401	名詞,普通名詞,一般,*,*,*
両足	リョウアシ	5402	名詞,普通名詞,一般,*,*,*
担う	ニナウ	5403	動詞,一般,*,*,五段-ワア行,終止形-一般
測る	ハカル	5404	動詞,一般,*,*,五段-ラ行,終止形-一般
一室	イッシツ	5405	名詞,普通名詞,一般,*,*,*
一般人	イッパンジン	5406	名詞,普通名詞,一般,*,*,*
直感	チョッカン	5407	名詞,普通名詞,サ変可能,*,*,*
要は	ヨウハ	5408	名詞+助詞
縄	ナワ	5409	名詞,普通名詞,一般,*,*,*
進路	シンロ	5410	名詞,普通名詞,一般,*,*,*
灰	ハイ	5411	名詞,普通名詞,一般,*,*,*
目を伏せる	メヲフセル	5412	名詞+助詞+動詞
常	ツネ	5413	名詞,普通名詞,一般,*,*,*
真顔	マガオ	5414	名詞,普通名詞,一般,*,*,*
心得る	ココロエル	5415	動詞,一般,*,*,下一段-ア行,終止形-一般
豚	ブタ	5416	名詞,普通名詞,一般,*,*,*
ワイン	ワイン	5417	名詞,普通名詞,一般,*,*,*
コース	コース	5418	名詞,普通名詞,一般,*,*,*
強大	キョウダイ	5419	名詞,普通名詞,形状詞可能,*,*,*
身を包む	ミヲツツム	5420	名詞+助詞+動詞
華	ハナ	5421	名詞,普通名詞,一般,*,*,*
唾	ツバ	5422	名詞,普通名詞,サ変可能,*,*,*
午前中	ゴゼンチュウ	5423	名詞,普通名詞,一般,*,*,*
駅前	エキマエ	5424	名詞,普通名詞,一般,*,*,*
修理	シュウリ	5425	名詞,普通名詞,サ変可能,*,*,*
我が家	ワガヤ	5426	名詞,普通名詞,一般,*,*,*
中国	チュウゴク	5427	名詞,固有名詞,地名,国,*,*
ヒーロー	ヒーロー	5428	名詞,普通名詞,一般,*,*,*
頭を振る	カブリヲフル	5429	名詞+助詞+動詞
気の毒	キノドク	5430	形状詞,一般,*,*,*,*
正	セイ	5431	名詞,固有名詞,人名,名,*,*
演出	エンシュツ	5432	名詞,普通名詞,サ変可能,*,*,*
対立	タイリツ	5433	名詞,普通名詞,サ変可能,*,*,*
またしても	マタシテモ	5434	副詞+動詞+助詞+助詞
輩	ヤカラ	5435	名詞,普通名詞,一般,*,*,*
喫茶店	キッサテン	5436	名詞,普通名詞,一般,*,*,*
ささやか	ササヤカ	5437	形状詞,一般,*,*,*,*
区別	クベツ	5438	名詞,普通名詞,サ変可能,*,*,*
世代	セダイ	5439	名詞,普通名詞,一般,*,*,*
じっと見る	ジットミル	5440	副詞+動詞
飾り	カザリ	5441	名詞,普通名詞,一般,*,*,*
声が出る	コエガデル	5442	名詞+助詞+動詞
好き勝手	スキカッテ	5443	形状詞,一般,*,*,*,*
連れて来る	ツレテクル	5444	動詞+助詞+動詞
他者	タシャ	5445	名詞,普通名詞,一般,*,*,*
封筒	フウトウ	5446	名詞,普通名詞,一般,*,*,*
頑丈	ガンジョウ	5447	形状詞,一般,*,*,*,*
メイン	メイン	5448	名詞,普通名詞,一般,*,*,*
険しい	ケワシイ	5449	形容詞,一般,*,*,形容詞,終止形-一般
性能	セイノウ	5450	名詞,普通名詞,一般,*,*,*
作成	サクセイ	5451	名詞,普通名詞,サ変可能,*,*,*
総	ソウ	5452	接頭辞,*,*,*,*,*
断つ	タツ	5453	動詞,一般,*,*,五段-タ行,終止形-一般
何とかなる	ナントカナル	5454	代名詞+助詞+助詞+動詞
次元	ジゲン	5455	名詞,普通名詞,一般,*,*,*
たった今	タッタイマ	5456	副詞+名詞
作家	サッカ	5457	名詞,普通名詞,一般,*,*,*
充実	ジュウジツ	5458	名詞,普通名詞,サ変可能,*,*,*
一連	イチレン	5459	名詞,普通名詞,一般,*,*,*
財産	ザイサン	5460	名詞,普通名詞,一般,*,*,*
回答	カイトウ	5461	名詞,普通名詞,サ変可能,*,*,*
改善	カイゼン	5462	名詞,普通名詞,サ変可能,*,*,*
作	サク	5463	名詞,普通名詞,一般,*,*,*
懇願	コンガン	5464	名詞,普通名詞,サ変可能,*,*,*
露出	ロシュツ	5465	名詞,普通名詞,サ変可能,*,*,*
無造作	ムゾウサ	5466	名詞,普通名詞,形状詞可能,*,*,*
溶かす	トカス	5467	動詞,一般,*,*,五段-サ行,終止形-一般
張り切る	ハリキル	5468	動詞,一般,*,*,五段-ラ行,終止形-一般
即答	ソクトウ	5469	名詞,普通名詞,サ変可能,*,*,*
阻む	ハバム	5470	動詞,一般,*,*,五段-マ行,終止形-一般
裏腹	ウラハラ	5471	形状詞,一般,*,*,*,*
苛立ち	イラダチ	5472	名詞,普通名詞,一般,*,*,*
予算	ヨサン	5473	名詞,普通名詞,一般,*,*,*
佇む	タタズム	5474	動詞,一般,*,*,五段-マ行,終止形-一般
追い払う	オイハラウ	5475	動詞,一般,*,*,五段-ワア行,終止形-一般
お似合い	オニアイ	5476	接頭辞+名詞
手袋	テブクロ	5477	名詞,普通名詞,一般,*,*,*
小型	コガタ	5478	名詞,普通名詞,形状詞可能,*,*,*
主役	シュヤク	5479	名詞,普通名詞,一般,*,*,*
なんだかんだ	ナンダカンダ	5480	代名詞+助動詞+代名詞+助動詞
こめる	コメル	5481	動詞,一般,*,*,下一段-マ行,終止形-一般
行き	イキ	5482	動詞,非自立可能,*,*,五段-カ行,連用形-一般
当たり	アタリ	5483	名詞,普通名詞,一般,*,*,*
ご機嫌	ゴキゲン	5484	名詞,普通名詞,一般,*,*,*
からだ	カラダ	5485	名詞,普通名詞,一般,*,*,*
すこし	スコシ	5486	副詞,*,*,*,*,*
引っ越す	ヒッコス	5487	動詞,一般,*,*,五段-サ行,終止形-一般
